doc_id,text,source,department,file_type,created_at,label
DOC_4738,Public FAQ updated for customers regarding services.,upload,Legal,docx,2024-12-27,Public
DOC_4739,Public FAQ updated for customers regarding services.,upload,Finance,docx,2023-12-16,Public
DOC_4740,Public FAQ updated for customers regarding services.,crm,HR,docx,2024-07-07,Public
DOC_4741,Company announcement: office will remain closed on 04 Dec.,drive,Support,docx,2024-11-08,Public
DOC_4742,Company announcement: office will remain closed on 29 Jul.,drive,HR,pdf,2023-04-07,Public
DOC_4743,New blog published about Apollo innovations.,slack,HR,docx,2024-10-14,Public
DOC_4744,Public FAQ updated for customers regardinG services.,drive,Legal,txt,2024-05-06,Public
DOC_4745,New blog published aBout Apollo innovations.,slack,Legal,txt,2023-12-11,Public
DOC_4746,Company announcement: office will remain closed on 17 Jul.,drive,Finance,xlsx,2023-10-12,Public
DOC_4747,Company announcement: office will remain closed on 19 Aug.,drive,Finance,pdf,2024-11-06,Public
DOC_4748,New blog published about NimBus innovations.,drive,IT,email,2024-04-07,Public
DOC_4749,Company announcement: office will remain closed on 19 Aug.,drive,Finance,pdf,2024-01-14,Public
DOC_4750,Public FAQ updated for customers regarding serviceS.,email,Finance,email,2023-12-04,Public
DOC_4751,New blog published about Zenith innovations.,slack,HR,xlsx,2023-12-31,Public
DOC_4752,New blog published about Zenith innovations.,crm,HR,pdf,2023-12-02,Public
DOC_4753,Company announcement: office will remain closed on 11 Oct.,api,IT,xlsx,2023-04-02,Public
DOC_4754,New blog published about Apollo innovations.,api,Support,txt,2023-05-21,Public
DOC_4755,New blog published about Atlas innovations.,drive,IT,txt,2024-12-26,Public
DOC_4756,Company announcement: office will remain closed on 15 May.,upload,Legal,txt,2023-07-14,Public
DOC_4757,Press release: Umbrella expands operations globally.,api,Support,pdf,2023-09-01,Public
DOC_4758,Public FAQ updated for customers regarding services.,email,Sales,xlsx,2023-04-03,Public
DOC_4759,Press release: Umbrella expands operations globally.,slack,Finance,docx,2023-08-02,Public
DOC_4760,Press release: Umbrella expands operations globally.,email,Legal,txt,2023-03-31,Public
DOC_4761,New blog published about Atlas innovations.,email,Legal,txt,2024-11-18,Public
DOC_4762,New blog published about Apollo innovations.,email,Support,docx,2023-01-01,Public
DOC_4763,New blog published about Orion innovations.,slack,HR,pdf,2023-06-11,Public
DOC_4764,Company announcement: office will remain closed on 14 Aug.,api,Support,docx,2024-03-29,Public
DOC_4765,New blog publishEd about Orion innovations.,slack,Finance,email,2024-01-06,Public
DOC_4766,Public FAQ updated for customers regarding services.,slack,Sales,pdf,2023-12-22,Public
DOC_4767,Public FAQ updated for customers regarding services.,crm,Legal,email,2024-05-15,Public
DOC_4768,Public FAQ updated for customers regarding services.,api,Finance,xlsx,2023-09-07,Public
DOC_4769,Company announcement: office will remain closed on 06 Feb.,upload,IT,email,2024-07-16,Public
DOC_4770,Public FAQ updated for customers regarding services.,slack,Support,xlsx,2023-05-08,Public
DOC_4771,Company announcement: office will remain closed on 14 Jun.,crm,Legal,docx,2024-03-08,Public
DOC_4772,Public FAQ updated for customers regarding services.,slack,HR,pdf,2024-07-31,Public
DOC_4773,Press release: Initech expands operations globally.,upload,Support,pdf,2023-11-20,Public
DOC_4774,Public FAQ updated for customers regaRding services.,drive,HR,pdf,2024-04-06,Public
DOC_4775,New blog published about ZenIth innovations.,drive,Finance,txt,2024-05-23,Public
DOC_4776,Press release: Hooli expands operatiOns globally.,drive,HR,xlsx,2024-09-10,Public
DOC_4777,Press release: Acme Corp expands operations globally.,upload,Legal,email,2024-05-24,Public
DOC_4778,Company announcement: office will remain closed on 20 Jun.,upload,IT,docx,2024-11-07,Public
DOC_4779,Press release: Initech expands operations globally.,email,HR,xlsx,2024-11-02,Public
DOC_4780,Company announcement: office will remain closed on 21 Jul.,drive,HR,xlsx,2023-10-28,Public
DOC_4781,New blog puBlished about Zenith innovations.,upload,Legal,email,2024-09-28,Public
DOC_4782,Company announcement: office will Remain closed on 30 Nov.,drive,Support,email,2024-04-24,Public
DOC_4783,Public FAQ updated for customers regarding services.,drive,Legal,xlsx,2023-11-24,Public
DOC_4784,Company announcement: office will remain closed on 26 Jul.,slack,Legal,email,2024-07-17,Public
DOC_4785,New blog published about Atlas innovationS.,crm,HR,xlsx,2023-04-13,Public
DOC_4786,New blog published about Orion innovations.,slack,Sales,docx,2024-10-10,Public
DOC_4787,Public FAQ updated for customers regarding services.,api,Finance,xlsx,2023-06-20,Public
DOC_4788,Company announcement: office will remain closed on 28 Apr.,slack,HR,xlsx,2023-11-30,Public
DOC_4789,Company announcement: office wIll remain closed on 16 Aug.,slack,Support,pdf,2023-12-16,Public
DOC_4790,Public FAQ updated for customers regarding services.,slack,Finance,xlsx,2024-07-19,Public
DOC_4791,New blog published about Orion innovations.,slack,Support,txt,2024-03-24,Public
DOC_4792,Press release: Hooli expands operations globally.,crm,Finance,pdf,2023-08-03,Public
DOC_4793,Public FAQ updated for customers regarding services.,api,HR,xlsx,2024-10-20,Public
DOC_4794,New blog published about Zenith innovations.,crm,Support,txt,2023-12-16,Public
DOC_4795,Public FAQ updated for cusTomers regarding services.,api,IT,txt,2023-04-08,Public
DOC_4796,Press release: Umbrella expands operations globally.,crm,IT,email,2023-11-04,Public
DOC_4797,Press release: Hooli expands operations globally.,crm,Sales,email,2024-11-01,Public
DOC_4798,Company announcement: office will remain closed on 25 Dec.,email,HR,pdf,2023-11-19,Public
DOC_4799,Public FAQ updated for customers regarding services.,upload,HR,txt,2024-04-15,Public
DOC_4800,Public FAQ updated for customers regarding services.,drive,IT,pdf,2024-11-07,Public
DOC_4801,Public FAQ updated for customers regarding services.,slack,Sales,docx,2023-03-11,Public
DOC_4802,New blog published about Atlas innovations.,crm,Support,txt,2024-06-05,Public
DOC_4803,Public FAQ updated for customers regarding services.,upload,Support,docx,2024-12-05,Public
DOC_4804,New blog published About Zenith innovations.,slack,IT,docx,2023-10-13,Public
DOC_4805,Press release: InitecH expands operations globally.,drive,Support,xlsx,2024-10-15,Public
DOC_4806,New blog published about Orion innovations.,drive,Finance,docx,2023-10-03,Public
DOC_4807,New blog published about Apollo iNnovations.,drive,Sales,email,2023-06-14,Public
DOC_4808,Public FAQ updated for customers regarding services.,drive,Finance,docx,2024-10-09,Public
DOC_4809,Public FAQ updated for customers regarding services.,upload,Support,xlsx,2024-03-30,Public
DOC_4810,New blog published about Zenith innovations.,crm,HR,xlsx,2023-06-08,Public
DOC_4811,New blog published about Nimbus innovations.,drive,Finance,docx,2023-05-23,Public
DOC_4812,Company announcement: office will remAin closed on 06 Feb.,upload,Sales,pdf,2024-05-28,Public
DOC_4813,Press release: Initech expands opeRations globally.,slack,Finance,txt,2024-07-05,Public
DOC_4814,New blog publiShed about Nimbus innovations.,upload,Support,docx,2023-01-29,Public
DOC_4815,New blog published about Zenith innovations.,crm,IT,txt,2024-09-19,Public
DOC_4816,Company announcement: office will remain closed on 12 Nov.,slack,Support,txt,2024-03-29,Public
DOC_4817,Company announcement: office will remain closed on 12 Mar.,drive,Finance,pdf,2023-07-19,Public
DOC_4818,New blog published about Apollo innovations.,slack,Support,xlsx,2023-11-18,Public
DOC_4819,Public FAQ updated for customers regarding services.,email,Sales,xlsx,2024-07-05,Public
DOC_4820,New blog published abouT Apollo innovations.,slack,Support,docx,2024-06-17,Public
DOC_4821,Press release: Globex expands operations globally.,email,Support,docx,2023-09-07,Public
DOC_4822,Company announcement: office wIll remain closed on 21 Jul.,crm,Sales,email,2023-06-05,Public
DOC_4823,Company announcement: office will remain closed on 30 Aug.,email,Legal,txt,2024-11-14,Public
DOC_4824,Public FAQ updated for customers regarding services.,api,Finance,txt,2024-10-29,Public
DOC_4825,New blog published about Apollo innovations.,email,Sales,pdf,2024-02-02,Public
DOC_4826,Public FAQ updated for customers regarding serviCes.,crm,Legal,txt,2024-01-07,Public
DOC_4827,Press release: Initech expands operations globally.,slack,Sales,txt,2024-04-09,Public
DOC_4828,Public FAQ updated for customers regarding services.,email,Sales,pdf,2024-06-07,Public
DOC_4829,Press release: Acme Corp expands operations glObally.,api,Sales,pdf,2024-11-06,Public
DOC_4830,Company announcement: office will remAin closed on 07 Jul.,email,Sales,pdf,2024-03-28,Public
DOC_4831,Press release: Globex expands operations globally.,drive,Legal,pdf,2024-01-24,Public
DOC_4832,New blog published about Nimbus innovations.,api,Support,email,2024-07-12,Public
DOC_4833,Press release: Globex expands operations globally.,crm,HR,email,2023-12-24,Public
DOC_4834,Company announcement: office will remain closed on 01 Jul.,slack,Legal,docx,2023-12-21,Public
DOC_4835,PresS release: Umbrella expands operations globally.,drive,HR,email,2023-06-25,Public
DOC_4836,Press release: Globex expands operations globally.,email,IT,pdf,2024-03-11,Public
DOC_4837,Public FAQ updated for customers regarding services.,crm,Finance,docx,2023-05-05,Public
DOC_4838,Public FAQ updated for customers regarding services.,upload,IT,txt,2023-03-09,Public
DOC_4839,New blog published about Zenith innovAtions.,crm,Finance,pdf,2023-07-04,Public
DOC_4840,Company announcement: office will remain closed on 01 Jan.,drive,IT,docx,2023-04-24,Public
DOC_4841,Public FAQ updated for customers regarding services.,api,Legal,email,2023-06-20,Public
DOC_4842,Press release: Acme Corp expands operations globally.,crm,Sales,docx,2023-10-13,Public
DOC_4843,Company announcEment: office will remain closed on 26 Aug.,drive,Finance,txt,2023-02-16,Public
DOC_4844,New blog published about Nimbus innovations.,crm,Finance,xlsx,2023-08-24,Public
DOC_4845,Press release: Globex expands operations globally.,api,IT,txt,2023-08-04,Public
DOC_4846,Press release: Initech expands operations globally.,email,Finance,docx,2023-01-27,Public
DOC_4847,Public FAQ updated for cusTomers regarding services.,drive,Finance,docx,2024-08-27,Public
DOC_4848,Company announcement: office will remain closed on 11 Jun.,email,IT,xlsx,2024-05-22,Public
DOC_4849,Company announcement: office will remain closed on 09 Dec.,email,Legal,docx,2023-08-05,Public
DOC_4850,PubLic FAQ updated for customers regarding services.,api,IT,txt,2023-09-21,Public
DOC_4851,PublIc FAQ updated for customers regarding services.,api,HR,email,2023-09-15,Public
DOC_4852,Company announcement: office will remain closed on 31 Jan.,slack,Sales,xlsx,2024-12-05,Public
DOC_4853,Press release: Initech expands operations globally.,api,Finance,email,2023-10-28,Public
DOC_4854,Press release: Umbrella expands operations globally.,email,Support,docx,2023-08-13,Public
DOC_4855,Public FAQ updated for customers regarding services.,api,IT,pdf,2023-06-01,Public
DOC_4856,Company announcement: officE will remain closed on 25 Jul.,slack,Legal,docx,2024-05-28,Public
DOC_4857,New blog published about Orion innovations.,slack,Sales,txt,2023-01-05,Public
DOC_4858,Press release: Globex expands operations globally.,email,Support,pdf,2023-05-21,Public
DOC_4859,Public FAQ updated for customers regarding services.,upload,Finance,email,2024-03-04,Public
DOC_4860,Press release: Globex expands operations globally.,email,Support,docx,2024-02-14,Public
DOC_4861,Public FAQ updated for customers regarding services.,upload,Sales,xlsx,2023-03-10,Public
DOC_4862,New blog published about Orion innovations.,upload,Finance,xlsx,2024-06-11,Public
DOC_4863,New blog published about Orion innovatiOns.,upload,Finance,xlsx,2024-01-11,Public
DOC_4864,New blog published about Atlas innovations.,slack,IT,docx,2023-07-05,Public
DOC_4865,Public FAQ updatEd for customers regarding services.,slack,Legal,email,2023-11-08,Public
DOC_4866,Public FAQ updated for customers regardinG services.,api,Support,pdf,2023-10-10,Public
DOC_4867,Company announcement: office will remain closed on 12 Aug.,slack,IT,txt,2024-02-03,Public
DOC_4868,Press release: Umbrella Expands operations globally.,email,HR,docx,2024-12-04,Public
DOC_4869,Press release: Umbrella eXpands operations globally.,slack,Sales,xlsx,2023-04-09,Public
DOC_4870,Company announcement: office will remain closed on 15 Jun.,drive,Sales,email,2023-11-18,Public
DOC_4871,Public FAQ updated for customers regarding seRvices.,crm,HR,xlsx,2024-11-07,Public
DOC_4872,Public FAQ updated for customers regarding services.,api,Legal,xlsx,2023-04-14,Public
DOC_4873,Public FAQ updated for cusTomers regarding services.,crm,IT,pdf,2023-05-02,Public
DOC_4874,Company announcement: office will remain closed on 28 Sep.,slack,Sales,email,2024-04-05,Public
DOC_4875,Company announcement: office will remain closed on 29 May.,drive,Finance,xlsx,2023-03-10,Public
DOC_4876,New blog published about Apollo innovations.,slack,Legal,xlsx,2024-06-05,Public
DOC_4877,Press release: Initech expands operations globally.,drive,Legal,pdf,2024-10-01,Public
DOC_4878,Public FAQ updated for customers regarding sErvices.,upload,Sales,xlsx,2023-12-09,Public
DOC_4879,Press release: GlObex expands operations globally.,crm,Support,email,2023-07-28,Public
DOC_4880,Company announcement: office will remain closed on 26 Jun.,api,HR,email,2023-05-07,Public
DOC_4881,Public FAQ updated for customers regarding services.,email,IT,txt,2023-01-03,Public
DOC_4882,Company announcement: office will remain closed on 02 Mar.,upload,Support,pdf,2023-06-02,Public
DOC_4883,New blog published about Apollo innovations.,email,Support,xlsx,2024-05-12,Public
DOC_4884,New blog published about Atlas innovations.,crm,Sales,xlsx,2024-05-30,Public
DOC_4885,Press release: Umbrella expands operations globally.,drive,IT,txt,2024-08-25,Public
DOC_4886,Public FAQ updated for customers regarding services.,upload,HR,xlsx,2024-05-06,Public
DOC_4887,New blog published about Atlas innovations.,api,Sales,txt,2024-06-04,Public
DOC_4888,Public FAQ updated for customers regarding services.,email,Sales,txt,2023-07-12,Public
DOC_4889,New blog published about Zenith innovations.,drive,Support,email,2023-05-04,Public
DOC_4890,Press release: Acme Corp expands operations globally.,email,Support,txt,2023-08-18,Public
DOC_4891,Company announcement: office will remain closed on 21 Sep.,email,HR,txt,2023-05-04,Public
DOC_4892,New blog published about Atlas innovations.,api,IT,docx,2024-05-06,Public
DOC_4893,Company announcement: office will remain closed on 24 Mar.,slack,Sales,email,2023-04-16,Public
DOC_4894,Public FAQ updated for customers regarding serviceS.,upload,Finance,email,2023-06-11,Public
DOC_4895,Company announcement: office will remain closed on 05 Dec.,drive,HR,email,2024-02-21,Public
DOC_4896,Public FAQ updated for customers regarding services.,api,HR,docx,2023-12-23,Public
DOC_4897,Press release: Umbrella expands operations globally.,crm,Legal,pdf,2023-11-23,Public
DOC_4898,Press release: Umbrella exPands operations globally.,email,IT,email,2024-04-23,Public
DOC_4899,New blog published about Apollo innovations.,email,Support,pdf,2023-11-24,Public
DOC_4900,Press release: Umbrella expands operations globally.,crm,IT,pdf,2024-12-19,Public
DOC_4901,Public FAQ updated for customers regarding servicEs.,drive,HR,email,2024-01-29,Public
DOC_4902,Public FAQ updated for customers regarding services.,upload,Finance,docx,2023-10-12,Public
DOC_4903,New blog published about Apollo innovations.,upload,Finance,txt,2023-08-18,Public
DOC_4904,New blog published about Atlas innovations.,drive,HR,txt,2024-07-21,Public
DOC_4905,Company announcement: office will remain closed on 03 Sep.,api,Finance,docx,2023-04-29,Public
DOC_4906,New blog published about Atlas innovations.,drive,Legal,email,2023-10-31,Public
DOC_4907,Press release: Globex expands operations globally.,upload,HR,pdf,2024-03-27,Public
DOC_4908,Company anNouncement: office will remain closed on 23 Dec.,slack,IT,pdf,2024-07-29,Public
DOC_4909,Public FAQ updated for customers regarding services.,crm,IT,xlsx,2024-08-19,Public
DOC_4910,Public FAQ updated for customers regarding services.,slack,Finance,email,2023-09-10,Public
DOC_4911,Press release: Acme Corp expands operations globally.,crm,IT,txt,2023-03-06,Public
DOC_4912,Press release: Hooli expands operations globally.,api,Sales,txt,2023-03-19,Public
DOC_4913,New blog published about Zenith innovations.,crm,HR,docx,2024-04-10,Public
DOC_4914,New blog published about Nimbus innovations.,email,Sales,pdf,2024-10-01,Public
DOC_4915,Public FAQ updateD for customers regarding services.,api,HR,email,2023-10-11,Public
DOC_4916,Public FAQ updated for customers regarding services.,api,IT,docx,2023-06-04,Public
DOC_4917,New blog published about Nimbus innovations.,slack,HR,pdf,2023-04-20,Public
DOC_4918,Press release: Globex expands operations globally.,api,HR,xlsx,2024-07-25,Public
DOC_4919,Press release: Hooli expands operations globally.,drive,IT,docx,2024-04-03,Public
DOC_4920,Press release: Globex expands operations globally.,slack,HR,email,2024-09-07,Public
DOC_4921,New blog published about Apollo innovations.,upload,Legal,xlsx,2024-08-29,Public
DOC_4922,Company announcement: office will remain closed on 04 Dec.,upload,HR,docx,2023-08-10,Public
DOC_4923,Press release: Initech expands operations globally.,slack,Sales,pdf,2024-12-12,Public
DOC_4924,Company announcement: office will remain closed on 14 Dec.,drive,Legal,email,2024-08-28,Public
DOC_4925,Company announcement: office will remain closed on 11 Oct.,email,HR,email,2024-12-19,Public
DOC_4926,Public FAQ updated for customers regarding services.,drive,HR,docx,2023-10-25,Public
DOC_4927,Public FAQ updated for customers regarding services.,crm,Sales,txt,2024-08-02,Public
DOC_4928,New blog published about Orion innovations.,upload,Legal,xlsx,2024-07-27,Public
DOC_4929,Press releaSe: Hooli expands operations globally.,api,HR,xlsx,2023-06-02,Public
DOC_4930,Company announcement: office will remain closed on 08 Sep.,upload,Sales,email,2024-01-14,Public
DOC_4931,Public FAQ updated for customers regarding services.,email,Support,email,2023-12-29,Public
DOC_4932,Public FAQ updated for customers regArding services.,slack,IT,pdf,2023-11-07,Public
DOC_4933,New blOg published about Zenith innovations.,api,IT,txt,2023-02-10,Public
DOC_4934,Public FAQ updated for customers regarding services.,crm,Finance,pdf,2024-04-28,Public
DOC_4935,New blog published about Zenith innovations.,email,Finance,email,2023-04-12,Public
DOC_4936,New blog published about Zenith innovations.,upload,Support,txt,2023-11-25,Public
DOC_4937,Public FAQ updated for customers regarding services.,slack,Finance,xlsx,2023-09-09,Public
DOC_4938,Press release: Globex expands operations globally.,drive,IT,docx,2024-11-22,Public
DOC_4939,Public FAQ updated for customers regarding services.,slack,HR,xlsx,2023-06-26,Public
DOC_4940,Company announcement: office will remain closed on 19 Mar.,slack,Finance,docx,2024-01-15,Public
DOC_4941,Public FAQ updated for customers regarding services.,crm,Finance,email,2024-07-05,Public
DOC_4942,New blog published about Orion innovations.,upload,HR,xlsx,2023-07-30,Public
DOC_4943,Press release: Hooli expands operations globally.,email,Finance,docx,2024-06-10,Public
DOC_4944,COmpany announcement: office will remain closed on 01 Apr.,api,Finance,xlsx,2023-10-31,Public
DOC_4945,Press release: Umbrella expands operations globally.,slack,IT,txt,2024-04-10,Public
DOC_4946,New blog published about Orion innovationS.,upload,Sales,docx,2024-09-28,Public
DOC_4947,Company announcement: office will remain closed on 01 Feb.,drive,Sales,pdf,2024-06-25,Public
DOC_4948,Public FAQ updated for customers regarding services.,drive,HR,email,2024-03-08,Public
DOC_4949,Public FAQ updated for customers regarding services.,crm,HR,pdf,2023-03-23,Public
DOC_4950,Company announceMent: office will remain closed on 30 Oct.,crm,Sales,email,2024-07-25,Public
DOC_4951,New blog published about Apollo innovations.,api,Support,email,2024-09-27,Public
DOC_4952,Press release: Globex expands operations globally.,drive,IT,docx,2023-05-17,Public
DOC_4953,Press release: Globex expands operations globally.,crm,Finance,txt,2023-05-12,Public
DOC_4954,Press release: Umbrella expands operations globally.,api,Support,txt,2024-01-06,Public
DOC_4955,Public FAQ updated for customers regarding services.,drive,Legal,xlsx,2023-12-19,Public
DOC_4956,New blog published about Apollo innovations.,api,HR,docx,2024-12-29,Public
DOC_4957,Public FAQ updated for customers regarding services.,api,Sales,xlsx,2024-05-15,Public
DOC_4958,Press release: Initech expands operations globally.,drive,Sales,xlsx,2024-07-27,Public
DOC_4959,New blog published about Zenith innovations.,api,HR,email,2024-08-13,Public
DOC_4960,New blog published about Zenith innovations.,crm,Finance,pdf,2023-06-03,Public
DOC_4961,Press release: Acme Corp expands operations globally.,drive,Sales,email,2024-08-29,Public
DOC_4962,Press release: Umbrella expands operations globally.,email,Legal,xlsx,2024-06-13,Public
DOC_4963,Public FAQ updated for customers regarding services.,slack,IT,xlsx,2023-10-25,Public
DOC_4964,Press release: Acme Corp expands opErations globally.,upload,Sales,email,2023-06-27,Public
DOC_4965,New blog publisheD about Nimbus innovations.,api,Finance,email,2024-05-14,Public
DOC_4966,Public FAQ updated for customers regarding services.,slack,Support,txt,2023-10-27,Public
DOC_4967,Public FAQ updated for customeRs regarding services.,slack,Sales,docx,2023-05-19,Public
DOC_4968,COmpany announcement: office will remain closed on 15 Feb.,email,Sales,txt,2023-07-02,Public
DOC_4969,Public FAQ Updated for customers regarding services.,upload,HR,txt,2024-05-15,Public
DOC_4970,Press release: Acme Corp expands operAtions globally.,email,Legal,email,2024-03-31,Public
DOC_4971,Company announcement: office will remain closEd on 09 Oct.,upload,Sales,txt,2024-06-11,Public
DOC_4972,Public FAQ updated for customers regarding services.,api,Sales,txt,2024-12-09,Public
DOC_4973,Public FAQ updated for customers regarding services.,slack,Finance,pdf,2023-12-20,Public
DOC_4974,Company announcement: office will remain closed on 12 Apr.,drive,IT,pdf,2023-07-04,Public
DOC_4975,New blog published about Orion innovations.,api,Support,txt,2024-11-22,Public
DOC_4976,Public FAQ updated for customers regarding services.,upload,Sales,docx,2024-02-02,Public
DOC_4977,Press release: Initech expands operations Globally.,email,HR,txt,2024-12-26,Public
DOC_4978,Public FAQ updated for customeRs regarding services.,email,Sales,docx,2024-06-06,Public
DOC_4979,Company announcement: office will remain closed on 27 Feb.,api,IT,email,2024-02-07,Public
DOC_4980,Public FAQ updated for customers regarding services.,drive,HR,email,2023-05-03,Public
DOC_4981,New blog published about Orion innovations.,slack,Sales,docx,2023-02-21,Public
DOC_4982,New blog published about Nimbus innovations.,slack,IT,docx,2024-01-07,Public
DOC_4983,Press release: Umbrella expands operations globally.,upload,Sales,pdf,2024-04-30,Public
DOC_4984,Company announcement: office will remain closed on 26 Feb.,crm,Sales,xlsx,2023-11-01,Public
DOC_4985,Public FAQ updated for customers regarding services.,email,Finance,email,2023-04-01,Public
DOC_4986,Press release: Globex expands operations globally.,drive,Finance,pdf,2024-08-09,Public
DOC_4987,Public FAQ updated for customers regarding services.,upload,IT,docx,2024-08-17,Public
DOC_4988,Company announcement: office will remain closed on 20 Aug.,upload,Support,email,2023-08-11,Public
DOC_4989,Company announcement: office will remain closed on 05 Mar.,drive,HR,pdf,2024-01-03,Public
DOC_4990,Company announcement: office will remain closed on 03 Feb.,api,Sales,pdf,2023-11-04,Public
DOC_4991,Company announcement: office will remain closed on 03 Apr.,crm,Sales,email,2024-10-08,Public
DOC_4992,New blog published about Atlas innovations.,api,Sales,docx,2024-09-01,Public
DOC_4993,Press release: Umbrella expands operations globally.,api,Sales,pdf,2023-12-09,Public
DOC_4994,Press release: Hooli expands operations globally.,email,Support,pdf,2023-07-06,Public
DOC_4995,Public FAQ updated for customers regarding services.,drive,Legal,docx,2024-05-04,Public
DOC_4996,Company announcement: office will remain closed oN 20 Feb.,drive,HR,docx,2023-05-12,Public
DOC_4997,Public FAQ updated for customers regarding services.,upload,Support,pdf,2023-06-10,Public
DOC_4998,Company announcement: office will remain closed on 13 Sep.,upload,HR,txt,2024-05-26,Public
DOC_4999,Public FAQ updated for customers regarding services.,slack,IT,docx,2024-12-18,Public
DOC_5000,Press release: Initech expands operations globally.,email,Support,email,2024-11-13,Public
DOC_5001,Internal memo: system maintenance planned this weekend.,crm,Finance,txt,2024-01-06,Internal
DOC_5002,Priya shared sprint backlog for review.,email,Support,docx,2023-01-06,Internal
DOC_5003,Rahul shared sprint backlog for review.,drive,Finance,xlsx,2023-08-17,Internal
DOC_5004,Priya shared sprint backlog for review.,api,Legal,xlsx,2024-05-24,Internal
DOC_5005,Team meeting scheduled for Orion update. Please review internal notes.,slack,Sales,email,2023-11-04,Internal
DOC_5006,Slack chat: please deploy the latest build to staging.,upload,Sales,email,2023-09-30,Internal
DOC_5007,Slack chat: please deploy the latest build to staging.,api,Sales,docx,2024-06-16,Internal
DOC_5008,Neha shared sprint backlog for review.,email,Legal,txt,2024-12-01,Internal
DOC_5009,Team meeting scheduled for Zenith update. Please review internal notes.,api,Sales,txt,2023-12-26,Internal
DOC_5010,TEam meeting scheduled for Zenith update. Please review internal notes.,upload,Legal,pdf,2023-04-22,Internal
DOC_5011,Team meeting scheduled for Atlas update. Please review internal notes.,upload,IT,email,2024-03-21,Internal
DOC_5012,Team meeting scheduled for Atlas update. Please review internal notes.,drive,Legal,email,2024-01-21,Internal
DOC_5013,Vikas shared sprint backlog for review.,upload,Finance,docx,2023-08-28,Internal
DOC_5014,Internal memo: system maintenance plAnned this weekend.,api,Finance,docx,2024-05-06,Internal
DOC_5015,Rahul shared sprint backlog for review.,crm,Legal,pdf,2024-09-22,Internal
DOC_5016,Team meeting scheduled for Apollo update. Please review internAl notes.,upload,Finance,xlsx,2024-10-16,Internal
DOC_5017,Slack chat: please deploy the latest build to staging.,email,IT,docx,2023-04-29,Internal
DOC_5018,Internal memo: system maintenance planned this weekend.,email,IT,email,2023-05-14,Internal
DOC_5019,Slack chat: please deploy the latest build to staging.,drive,Legal,email,2023-06-17,Internal
DOC_5020,Team meeting scheduled for Nimbus update. Please review internal notes.,api,Support,docx,2024-02-24,Internal
DOC_5021,Slack chat: please deploy the latest build to staging.,drive,IT,xlsx,2023-04-28,Internal
DOC_5022,Team meeting scheduled for Nimbus update. Please review internal notes.,drive,Finance,email,2024-03-22,Internal
DOC_5023,Internal memo: system maintenance planned this weekend.,slack,Legal,txt,2024-06-20,Internal
DOC_5024,Slack chat: please deploy the latest build to staging.,drive,Sales,txt,2024-11-01,Internal
DOC_5025,Internal memo: system maintenance planned this weekEnd.,drive,Legal,xlsx,2023-09-17,Internal
DOC_5026,Internal memo: system maintenance planned this weekend.,email,Support,docx,2024-08-01,Internal
DOC_5027,Internal memo: system maintenance planned this weekend.,api,Support,email,2023-10-12,Internal
DOC_5028,Riya shared spRint backlog for review.,slack,IT,xlsx,2024-04-11,Internal
DOC_5029,Slack chat: please deploy the latest build to staging.,email,Legal,pdf,2024-07-15,Internal
DOC_5030,Slack chat: please deploy the latest build to staging.,drive,Legal,docx,2023-05-10,Internal
DOC_5031,Amit shared sprint backlog for review.,upload,Legal,pdf,2023-11-24,Internal
DOC_5032,Internal memo: system maintenance planned this weekend.,api,IT,xlsx,2024-01-09,Internal
DOC_5033,Internal memo: system maintenance planned this weekend.,email,Legal,docx,2023-10-11,Internal
DOC_5034,Internal memo: system maintenance planned this weekend.,drive,Sales,email,2023-04-16,Internal
DOC_5035,SneHa shared sprint backlog for review.,api,IT,docx,2023-07-27,Internal
DOC_5036,Internal memo: system maintenance planned this weekend.,api,IT,xlsx,2024-11-17,Internal
DOC_5037,Team meeting scheduled for Orion update. Please review internal notes.,drive,Sales,pdf,2024-08-31,Internal
DOC_5038,Slack chat: please deploy the latest build to staging.,api,Sales,txt,2024-10-10,Internal
DOC_5039,Slack chat: please deploy the latest build to staging.,api,Support,docx,2023-02-18,Internal
DOC_5040,Slack chat: please deploy the latest build to staging.,slack,Sales,docx,2024-03-23,Internal
DOC_5041,Slack chat: please deploy the latest build to staging.,drive,Legal,email,2024-05-30,Internal
DOC_5042,Internal memo: system maintenance planned this weekend.,email,Sales,txt,2023-10-12,Internal
DOC_5043,Internal memo: system maintenance planned this weekend.,slack,Support,docx,2024-09-16,Internal
DOC_5044,Team meeting scheduled for Apollo update. Please review internal notes.,slack,Finance,docx,2024-12-07,Internal
DOC_5045,Vikas shared sprint backlog for rEview.,crm,IT,txt,2024-01-31,Internal
DOC_5046,Amit shared sprint backlog for review.,drive,HR,txt,2024-03-11,Internal
DOC_5047,Slack chat: please deploy the latest build to staging.,upload,Finance,xlsx,2024-07-18,Internal
DOC_5048,Slack chat: please deploy the latest build to staging.,upload,Legal,pdf,2024-08-27,Internal
DOC_5049,Slack chat: please deploy the latest build to staging.,upload,HR,email,2023-12-04,Internal
DOC_5050,Internal memo: system maintenance planned this weekend.,upload,Finance,email,2023-12-13,Internal
DOC_5051,Slack chat: please deploy the latest build to staging.,slack,IT,pdf,2024-04-09,Internal
